,user_name,user_description,text,hashtags,source
90,Raechee,"❤️🦾striving to help humanity , everyday ,forever 👍🤩🦾🔥❤️",@nachodelaheysus @PryZmRuleZZ @Michaeldoge420 @tearsintherain1 @QuantumFekT @TheKatsKid1 @gabriel_foti @IamCelineMarie @StarshipDock @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Whoa bro 😎 🔥🔥🔥🔥🔥,,Twitter for iPhone
91,Psifour,"Cypherpunk Decentralization Junkie
  (Developer and Tech./Dev. Advocate)","@OnChainMonkey @huuep @Nike @Bugatti Hot take, I reference ""monkey jpegs"" all the time as I firmly believe it is an interesting entry point into a much deeper conversation. Memes are the single most powerful tool to lure people into educating themselves.",,Twitter for Android
92,Restock4Sure,"Subscribe for Free °beta°
Push notification with profitable products 👨‍🍳","Nike US Restock: Jordan Max Aura 4 Men'S Shoes

🇺🇸: https://t.co/tk012xZ7Qu

#Sneakers https://t.co/ai2eRnaD3R",['Sneakers'],Restock4S
93,S4S - Sneakers Restock 💯 FREE Service !,🔎 1st Ultimate Sneakers Finder 🤑👟 Compare +40k products price over 200 Shops | 🗓️ Calendar / 🔗 Links,"Nike US Restock: Jordan Max Aura 4 Men'S Shoes

🇺🇸: https://t.co/8uIiqwgoJN

#Sneakers https://t.co/PdDJKK2b3q",['Sneakers'],sneaks4sure
94,Christopher Lee,"Professor at @ASU. Pac-12 student: Berkeley (BA), ASU (MBA) & Oregon (PhD). Marketing, consumer behavior, & sports. From Solvang, CA. Powered by Chipotle.",Just noticed that the Suns are Jordan brand but Clippers are Nike? What other NBA teams go with Jordan?,,Twitter for iPhone
95,The Movie Buff 🎥,Cinema/Entertainment website | We ♥️ movies! | BluRay/Streaming/Box Office | Supporters of world cinema/#Indiefilm. Screeners: submissions@themoviebuff.net,"#FilmReview: Only April, 2023, Ben Affleck's new film ""Air"" is a powerhouse of screenwriting and acting, and creating early Oscar buzz. #Air #BenAffleck #MattDamon #AirJordan #AmazonPrime https://t.co/VSBcuR0cgU",['FilmReview'],Jetpack.com
96,Magico.,SFA Alum | Chances make champion | 🪂 @threadedww,@jpcurl They better thank God they ain’t gotta deal with Paul,,Twitter for iPhone
97,cjscoot,"Family, Energy Efficiency, Sneakers, Skateboarding, and Metal. PSN: cjscoot","@McKnight_Rich @nikesb @runjewels @nikestore @Nike This was my visit to the dispensary this morning, officially kicked off haha",,Twitter for iPhone
98,Shopping Alert 🇪🇸,"Compras en línea de electrónica, ropa y más.
@amazon #Amazon🇪🇸
as an Amazon Associate I earn from qualifying purchases","NIKE Nsw Everyday Essential Cr Socks Unisex adulto #Amazon🇪🇸
https://t.co/T5kH8cAjMT",['Amazon'],Shopping Alert ES
99,Uncle Rico QB1,,"@ClayTravis Nike, your sons' favorite sneakers brand.",,Twitter Web App
100,Shadula,,@BoSnerdley @americanwire_ Wonder which college/university will have the guts to threaten Nike with cancelling their contract.  I feel badly for women sports teams who wear Nike uniforms to have this represent them.,,Twitter for iPad
101,Fat Kid Deals,💸 Finding you the best deals on the internet. Official account for Fat Kid Deals. @AmazonAssociate member. Tweets contain affiliate links. 💸,"adidas Tiro Sweatpants, $24.75, retail $55! https://t.co/pr5DkaTe73         
-- 7/8 Track Pants, $21.07, retail $65! https://t.co/O9MDBhWgHL

Ceiling Fan with Light for $64.40! (Retail $160)
*coupon on page
https://t.co/YZWToV5VBL https://t.co/7YFuvlVKoV",,MeetEdgar
102,God Zilla 🇨🇦 💚🤍💜,"Lover of whisky, food, dogs, politics, textile art, language, science, not necessarily in that order. Medical translator, writer, revisor. Quilt artist.","@Delilahinboots @CamillaDeVille_ @judem68 @Nike I see it as deep seated hatred of women and girls. Our suffering matters not at all to them, and some even revel in it.",,Twitter for iPad
103,Michael McDermott,"Father, Husband, Packer fan, US Navy 88-92, loves anime, arenaball, alt-rock &, yes, still likes pro wrestling :)","@neontaster How lucky is that guy in the Nike shirt? Narrowly avoided getting rolled over, likely would have been fatal.",,Twitter for Android
104,Motor Sport Memorabilia,Game Used Sports Memorabilia. Selected Items. Product Information. Daily Updated (eBay Links),Dominic Smith New York Mets Player-Issued Blue Nike Cleats with Item#12706144 https://t.co/47EpuWZs4J eBay https://t.co/rXIRDuonG1,,dlvr.it
105,Kids Foot Locker,The Official Twitter Account of Kids Foot Locker #BecauseSneakers,"Brighten up and BEE Kind! 🐝

The all new collection from adidas is now available in full family sizing! https://t.co/5Aj4JMkvnr",,Twitter for iPhone
106,TheSneakerFirm,Sneaker News | Deals | Restock Info | YouTube: Thesneakerfirm,"GS Nike Air Max Penny 1 ""Orlando"" on sale for $73 Shipped!

Use code MOMSDAY

Buy Here: https://t.co/j6Jm1nc41s https://t.co/CNlsNrd9uC",,Hootsuite Inc.
107,LittleBlackBoy🐬🇵🇷🐬,#ATATF #southside My best pickup line is young nigga with money,"Dear @Nike 

It’s Time my G. Go ahead and put that jordan 1 model in the vault make the streets miss it. The disrespect on those lucky green 1s was crazzy you can’t go out like that pack it up #Respectfully",,Twitter for iPhone
108,Ultra MAGA Wolf 🐺,🇺🇲 Florida Man | Anti Woke | Furry | Conservative | 2A | Freedom of Speech | Blue Lives Matter | Christian 🇺🇲,"@MattDarmanin85 @RedRoseViewer @LeftwardSwing @prageru In the long run maybe. 

Consider this though- the target audience of Nike and Bud Light are much different. Sales of Bud Light dropped quite a bit apparently... if 50% of Bud Light drinkers stopped buying the drink, then imo the other 50% just haven't gotten the message yet. https://t.co/Wad2nLrlWi",,Twitter for Android
109,Rishi Oza,"Sports Journalism major at @cronkite_asu and @barretthonors. Reporter for @statepress. Avid stan of Vlatko Cancar, Torrey Craig, and Interstellar.","@BobbyMlRE Nike sign, wrong font, wrong color, what the hell did you order 😭",,Twitter for iPhone
110,Genius👨🏾‍🔬,Fly|High|Paid|Pömé ⛹🏾‍♂️,@Nike_Check_Mj He right though.,,Twitter for iPhone
111,Nacho Jesus,"Just a normal dude abiding by and obeying the laws of quantum physics in the multiverse. Also, be nice to me, I have powerful friends so there's that...","@PryZmRuleZZ @Michaeldoge420 @tearsintherain1 @QuantumFekT @TheKatsKid1 @memesus77 @gabriel_foti @IamCelineMarie @StarshipDock @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Fuck I ran outta ai art credits just as I was promting space ports 

Fml!!

No not bed time it's tantrum twit battle time https://t.co/zkwqOlIHrs",,Twitter for Android
112,football4lifers,friendly reminder: football is a team game because some of yall acting like it's not,@hempo_awfc Nike could've made this again but nope they gave is pyjamas,,Twitter for Android
113,Barbara Lee aka Baby Boomer Barbie,Just an old Lady with opinions from 73 years of living.  I know things. Love God..Family and America...Moderate conservative.,@_SammyMarkle I don't see a lot of men defending women's rights...more abt the absurdity of a man made up as a woman was on a beer can.  How about Nike and Tampax?  I feel let down that beer was more important as far as integrity in advertising. The right has set women so far back now..Thanks,,Twitter for Android
114,Rich McKnight 🇯🇲🇺🇸,"Me/Myself/I  ♊️
H.U. Bison 🦬 
Raiders 4 Life 
VAG Motorhead
Golfer ⛳️ 
Foodie 
USN ⚓️ 
Sneakerhead #atmoscollectorsclub '21",@ConnorGrossman3 @nikesb @runjewels @nikestore @Nike I think we should kick off a 420 week,,Twitter for Android
115,Pro Indy Pix,"📍Indy Event Photography and Videography 📸🎥 | oxford comma, kindness, and waiting on Indianapolis to get a Blue Bottle Coffee ☕️ |","love that @JaMorant @Nike ad, relevant and they stuck with him...still feels weird how quick they were to drop Kyrie tho",,Twitter for iPhone
116,SNKR_TWITR,"Connecting the Sneaker Community to Footwear, Apparel, Accessories.Tweets may contain affiliate links. Not affiliated with Twitter. Also follow @snkr_links","AD: WMNS Jordan 1 Low Needlework ‘Light Steel Grey’ almost gone on Nike US

Shop -&gt; https://t.co/vf3tsVwbzA https://t.co/fW9VuNmYlJ",,Twitter for iPhone
117,jotave,forte abraço,@ddudatriste nike brinca dms,,Twitter for Android
118,JadenHurleyMedia,•ODU Student Journalist •Communications Major •Opinions are my own •ODU 2024,"have a lot of dreams, but one of them is to become an excellent photographer.📸 #DreamCrazy #JustDoIt #Nike https://t.co/AVCXO1q3MP","['DreamCrazy', 'JustDoIt', 'Nike']",Twitter for iPhone
119,Air_Yeezy,6'1 tall male with an athletic build 💪 Virgo ♍ 420 💚🍃💨 Gym🏋️🥊🏀 Content coming soon 🔜,Ain’t no way some bitch really tried to extort me by sending my nudes to girls on my friends list 💀 I got compliments tho so who really won? 🏆 https://t.co/0b6qORyw5i,,Twitter for iPhone
120,GJL,🇬🇧 🇺🇸 moved to America in 2015. it’s been an interesting few years so far. trading and watching 🤡 on here for fun. views are my own.,@jordanbpeterson @Budweiser @Nike You get most things right but don’t agree here. Everyone has right to mock and tbh LDS isn’t exactly a champion of free speech….they hide a lot,,Twitter for iPhone
121,Free Nike Monitor,"Automated twitter feed providing updates for Nike/SNKRS.
Join the free discord for more monitors and faster updates.
Provided by Sneaker Scout.","🔹 Nike Zoom Mercurial Superfly 9 Pro FG
🔹 Black/Summit White/Volt/Dark Smoke Grey
Price: $ 136.97
SKU: DJ5598-001

April 16, 09:04 PM EST
Link to purchase: https://t.co/m2yO2mlGq1",,sneaker monitor bot
122,BOJAXSTYLE,"BojaxStyle - Organization that includes a diverse spectrum of socially conscious, influential, fashion-forward men and women.","Minumal style, minimal cost! #oftd #lookoftheday #fashiongram #tiktok #tiktokfashion #goodwill #thrifted #mensfashion

Outfit- Goodwill Industries of East Texas, Inc.
Stylist - Bojack Allen
Fashion 🏡 - BojaxStyle
Footwear - Nike https://t.co/E8nZqKRUd5","['oftd', 'lookoftheday', 'fashiongram', 'tiktok', 'tiktokfashion', 'goodwill', 'thrifted']",Twitter for iPhone
123,Snarky Side,"A little bit of this, a little bit of that: politics (conservative), health (no jab!), art, prepping, books (readaholic), whatever. Artist & Web Designer. IFB.",It's bad enough that @Nike trashes women. Now they are supporting grooming our children. They are doubling down on alienating and dividing. I could care less whether someone is gay or trans...but supporting the grooming of our children is a hell of a lot worse than using a man… https://t.co/rAt4gyVVhv,,Twitter Web App
124,LeBong James,"If you don’t like me, you either a hater or a lame TWITCH: PandemicCoop  #LightUptheExotic",The upside down Nike visor hat era was a TIME https://t.co/sTOcuWrMX3,,Twitter for iPhone
125,"Sofia Vaschetto (🍌,🍌)",Do Well & Do Good - OCM DAO Sm Grants Committee - Community/Org Behavior - Poverty alleviation - Incentivize positive collective action.“People are the alpha”,"@OnChainMonkey @huuep @Nike @Bugatti I respect that @billmaher is seeking to learn more about NFTs. Unfortunately, the other guy presenting himself as an expert and answering his questions has less knowledge than Bill does. We’re here Bill, if you have any questions.",,Twitter for iPhone
126,mad mags 🧟‍♀️ 🔥 ☠️ 🌈,i just want to pet all the dogs & read all the books. socially anxious/chronically depressed. she/her.,"Tell Congress: If Jim Jordan wants to hold hearings on crime, how about we start with his coverup of sexual assault? #care2 https://t.co/sEfQWYkU7c",,Twitter Web App
127,Leftofcenter,,"@StevenStehling @daletrumble @justin_hart And the majority of MAGA beer drinkers are still going to buy Bud/Bud Light regardless of the ""outrage"" coming from the far right. This is like thinking Nike is going out of business because of sweatshops in China.",,Twitter Web App
128,EST DEEGEE,"“If you want to feel rich, count your blessings”",anybody tried those Hardens on? I feel like i’ve seen a lot of adidas guys in them,,Twitter for iPhone
129,LilXho5🫵,They deleted me😒,If you make yo videos wit da Nike pro shorts &amp; Top I ❤️ Youuu,,Twitter for iPhone
130,Nacho Jesus,"Just a normal dude abiding by and obeying the laws of quantum physics in the multiverse. Also, be nice to me, I have powerful friends so there's that...",@QuantumFekT @Michaeldoge420 @TheKatsKid1 @memesus77 @gabriel_foti @tearsintherain1 @IamCelineMarie @StarshipDock @ALi3NKAT @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Space ports https://t.co/2a576xC8py,,Twitter for Android
131,Free Nike Monitor,"Automated twitter feed providing updates for Nike/SNKRS.
Join the free discord for more monitors and faster updates.
Provided by Sneaker Scout.","🔹 Nike Air Force 1 '07 QS
🔹 Cream II/Sail/Black
Price: $ 130
SKU: DC8877-200

April 16, 09:03 PM EST
Link to purchase: https://t.co/ea7ev1P9Kc",,sneaker monitor bot
132,Free Nike Monitor,"Automated twitter feed providing updates for Nike/SNKRS.
Join the free discord for more monitors and faster updates.
Provided by Sneaker Scout.","🔹 Nike x Jacquemus Air Humara LX
🔹 Pink Flash/Pink Prime/Gold
Price: $ 170
SKU: DX9999-600

April 16, 09:03 PM EST
Link to purchase: https://t.co/j8tuzlEIlz",,sneaker monitor bot
133,TheSneakerFirm,Sneaker News | Deals | Restock Info | YouTube: Thesneakerfirm,"20% OFF the GS Air Jordan 3 Retro SE 'Mars Stone' + Free Shipping

Use code MOMSDAY

Buy Here: https://t.co/eu5tK7PYZk https://t.co/A7V0DD457C",,Hootsuite Inc.
134,Laura Lee Lindsey,,"@KWExplainsItAll @soirchick @NikkiFried @Nike @ultabeauty @budlight @katespadeny Don’t forget @KitchenAidUSA. One look at Dylan Mulvaney &amp; you know no time spent at the stove. Maybe the fridge, where the Bud Light is stored. KitchenAid appliances aren’t worth the $$$ anymore, 5 service calls on 2 appliances, less than 2 yrs old.",,Twitter for iPhone
135,Rohit Chouhan,"Software Engineer at @Deloitte
Founder of Codesler & RTimes

Website: https://t.co/GdKraWnWnJ
News Update: https://t.co/MlxvHFMJlX","‘Air’ Review: The Game Changers

#NIKE https://t.co/V38xmZkpd5",['NIKE'],rohitchouhan.com
136,Memorabilia Finder,Finding The Best Sports Memorabilia on The Internet | We Receive Commission From Partners,Tua Tagovailoa Signed Alabama Crimson Tide Nike Game Football Jersey Fanatics  #memorabilia #sponsored  https://t.co/GTsysVIWv3,"['memorabilia', 'sponsored']",mem-dev1
137,Fam,used vintage clothing etc              Online only Store,"ONLINE UPDATE🏀🇺🇸

NIKE / basketball shorts | Fam https://t.co/5bRrTuiMVF #BASEec @famtokyo_tweetより",['BASEec'],Twitter for iPhone
138,JustFreshKicks,"Providing sneaker news, release dates, launch links, restock alerts, leaks & more. Links may be affiliated. Turn notifications ON 🔔","Run The Jewels x Nike SB Dunk online raffle tomorrow at 12pm ET via Premier 💎

Link -&gt; https://t.co/iHtMZ3tSSG https://t.co/08Rc12OmDv",,Buffer
139,lexi hearts 🎨💜 lexihearts.tez,"trashies mint at https://t.co/kEixtfjH3g mixed media artist from new york city Eth, tezos, solana ... linktree below https://t.co/ilkoNwtnHh","Future Kicks series

1/1 art to fully put our personalities on display. From pop culture references to pure art, this eclectic collection 

minting is done thru @thirdweb
 art reveals after minting

https://t.co/6qqCNEcZw8 

#NFT #sneakerheads #cryptoart #Nike https://t.co/f5zTXVERlA",,TweetDeck
140,Magico.,SFA Alum | Chances make champion | 🪂 @threadedww,I ain’t 30 yet… but gahhhhhdamn I’m knocking on that door,,Twitter for iPhone
141,ScreamTV,"Canadian | 22 | https://t.co/cd15bkhhPB | CODE-ScreamTV | Grinding to make my dreams a reality, MAD LOVE to all my supporters💙",NIKE CHECK💯✅✅✅✅✅ https://t.co/OpUTb1WYNL,,Twitter Web App
142,BigTopApps 🌎,"iOS, Android App, Design, Development, and Reviews. @ https://t.co/6u0RR4VSKV - lets build!","Nike Air Jordan 3 Retro White Cement Reimagined DM0967-100 GS New https://t.co/0QJmc9LZT2

$144.99  

Buy It Now for only: $144.99

Buy It Now

#shopping #deals",,IFTTT
143,The Gifts Depot 🎁💝,"As Amazon Associate we curate products at no charge to you. If you like my feed, appreciate your support by clicking @ https://t.co/8ZmgoT2hZI","USA STORE ONLY:

LA Clippers - Adidas Los Angeles Clippers Red 2015 New Logo T-Shirt

https://t.co/SfYJIuoOcV

#clippernation #LosAngeles #LosAngelesClippers #LosAngelesCL #nba #basketball #basketballplayer #basketballJersey #NBA #NBAAllStar",,Elementor-abhang
144,Magico.,SFA Alum | Chances make champion | 🪂 @threadedww,Damn… we old..,,Twitter for iPhone
145,Richard Campbell,,@atensnut They just became the most laudable laughing stock of all time.  Nike is next!,,Twitter Web App
146,abbass adamu,,@davido @PUMA One love bro oo 1 we are hear for u,,Twitter Web App
147,Free Nike Monitor,"Automated twitter feed providing updates for Nike/SNKRS.
Join the free discord for more monitors and faster updates.
Provided by Sneaker Scout.","🔹 Nike Air Max Terrascape 90
🔹 Off Noir/Black/Summit White
Price: $ 82.97
SKU: DM0033-002

April 16, 09:02 PM EST
Link to purchase: https://t.co/uP9CSPEd84",,sneaker monitor bot
148,WordWanderer,"Poet and student of Life,,just trying to get by....The beach is my therapy and paradise.","@scout_nj @thedailybeast @olay @Nike @Tampax Ridiculous to think trans are a threat to biological women. Oh and less Tampax are used by pregnant women, more of who will be forced to carry babies they are unable to abort. Trans women don't affect tampon sales. Keep shooting yourself in the foot.They donated$239K to Repubs. https://t.co/YB2nuP1BuS",,Twitter for Android
149,DarthDawg,#GoDawgs,"@Sir_Nike What comes first, that OL getting Arch put in traction, or a 10-win season?",,Twitter for iPhone
150,Valadim,,"@SmokeAwayyy Close shot of ultrarealistic nintendo mario wearing nike sweater, photographed at the world series of poker inside binions wsop 1990, current chipleader, green felt sponsored by Pepsi, final table, paulson poker chips, kodachrome, bokeh casino lighting https://t.co/qiXz6Wr7yY",,Twitter Web App
